警察署,番号,事故内容,死者数,負傷者数,路線コード,市区町コード,市区町,発生年月日,発生時間,昼夜間_夜,曜日,天候,路面状態,道路形状,信号機,道路線形,事故類型,年齢(当事者1),年齢(当事者2),当事者種別(当事者1),当事者種別(当事者2),中央分離施設,緯度（北緯）,経度（東経）
生田,212,負傷,0,1,中央幹線,110,神戸市中央区,20190613,7,昼間_昼,木,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,55～64歳以下,35～44歳以下,貨物車(普通車),歩行者,中央分離なし,34.69102389,135.1901919
生田,215,負傷,0,1,栄町線,110,神戸市中央区,20190613,11,昼間_昼,木,晴,乾燥,単路(その他),施設なし,直線(平坦),人対車両,45～54歳以下,75歳以上,乗用車(普通車),歩行者,中央分離なし,34.68345694,135.1810061
生田,216,負傷,0,1,一般市道,110,神戸市中央区,20190613,17,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(普通車),二輪車(原付自転車),中央分離なし,34.67584889,135.1793031
生田,288,負傷,0,2,新神戸停車場線,110,神戸市中央区,20190613,18,昼間_暮,木,晴,乾燥,交差点(その他),施設なし,カーブ・屈折(右・上り),車両相互,35～44歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.69476694,135.19375
兵庫,240,負傷,0,1,２号,105,神戸市兵庫区,20190613,7,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,カーブ・屈折(左・平坦),車両相互,45～54歳以下,55～64歳以下,乗用車(普通車),二輪車(751cc以上),中央分離帯,34.67262611,135.1761356
兵庫,254,負傷,0,1,２号,105,神戸市兵庫区,20190613,13,昼間_昼,木,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,25～34歳以下,25～34歳以下,貨物車(準中型車),乗用車(普通車),中央分離帯,34.67477694,135.1778069
長田,236,負傷,0,1,２号,106,神戸市長田区,20190613,5,昼間_明,木,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,45～54歳以下,二輪車(原付自転車),貨物車(中型車),中央分離なし,34.65832889,135.1524981
長田,237,負傷,0,1,一般市道,106,神戸市長田区,20190613,16,昼間_昼,木,晴,乾燥,交差点(その他),点灯(３灯式),カーブ・屈折(右・上り),車両相互,75歳以上,75歳以上,乗用車(軽自動車),二輪車(原付二種),中央分離なし,34.68047694,135.1499811
長田,238,負傷,0,1,一般市道,106,神戸市長田区,20190613,17,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,65～74歳以下,二輪車(原付自転車),乗用車(普通車),中央分離なし,34.65867694,135.1583311
長田,305,負傷,0,1,一般交通の場所,106,神戸市長田区,20190613,22,夜間_夜,木,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,人対車両,不明・単独事故,45～54歳以下,対象外当事者,歩行者,一般交通の場所,34.66313306,135.1392139
須磨,216,負傷,0,1,白川伊川谷線,107,神戸市須磨区,20190613,8,昼間_昼,木,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,45～54歳以下,乗用車(軽自動車),乗用車(軽自動車),中央分離帯,34.68292694,135.0786519
須磨,219,負傷,0,1,一般市道,107,神戸市須磨区,20190613,16,昼間_昼,木,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,75歳以上,65～74歳以下,乗用車(普通車),二輪車(751cc以上),中央分離帯,34.68682111,135.0988311
垂水,331,負傷,0,1,一般市道,108,神戸市垂水区,20190613,15,昼間_昼,木,晴,乾燥,交差点付近(その他),施設なし,直線(下り),車両相互,55～64歳以下,0～24歳以下,貨物車(準中型車),二輪車(原付二種),中央分離帯,34.641405,135.04773
垂水,342,負傷,0,1,一般市道,108,神戸市垂水区,20190613,14,昼間_昼,木,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,45～54歳以下,35～44歳以下,貨物車(軽自動車),乗用車(普通車),中央線(ペイント),34.66324639,135.0745672
神戸水上,99,負傷,0,1,港湾道,110,神戸市中央区,20190613,9,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,カーブ・屈折(左・平坦),車両相互,65～74歳以下,45～54歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.67458611,135.2062789
神戸西,547,負傷,0,1,小部明石線,111,神戸市西区,20190613,6,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,55～64歳以下,45～54歳以下,貨物車(中型車),二輪車(軽二輪),中央線(ペイント),34.71382167,135.0334178
神戸西,548,負傷,0,1,一般市道,111,神戸市西区,20190613,10,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,45～54歳以下,貨物車(軽自動車),乗用車(普通車),中央分離なし,34.66496389,135.0043161
神戸西,549,負傷,0,1,一般市道,111,神戸市西区,20190613,10,昼間_昼,木,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,35～44歳以下,75歳以上,乗用車(軽自動車),軽車両(自転車),中央分離なし,34.66990806,134.9745831
神戸西,550,負傷,0,2,一般市道,111,神戸市西区,20190613,20,夜間_夜,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),人対車両,45～54歳以下,25～34歳以下,二輪車(原付自転車),歩行者,中央分離なし,34.74975611,135.0192561
有馬,172,負傷,0,1,神戸三田線,109,神戸市北区,20190613,7,昼間_昼,木,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,0～24歳以下,乗用車(普通車),軽車両(自転車),中央線(ペイント),34.83397389,135.22918
有馬,173,負傷,0,1,神戸三田線,109,神戸市北区,20190613,7,昼間_昼,木,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,35～44歳以下,貨物車(中型車),二輪車(751cc以上),中央線(ペイント),34.85276806,135.2284061
有馬,174,負傷,0,1,一般交通の場所,109,神戸市北区,20190613,8,昼間_昼,木,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,人対車両,55～64歳以下,55～64歳以下,乗用車(普通車),歩行者,一般交通の場所,34.8349475,135.2183911
神戸北,155,負傷,0,1,神戸三田線,109,神戸市北区,20190613,7,昼間_昼,木,晴,乾燥,交差点付近(その他),施設なし,直線(下り),車両相互,0～24歳以下,75歳以上,乗用車(普通車),乗用車(軽自動車),中央線(ペイント),34.76094194,135.1648661
高速隊,346,負傷,0,2,阪神高速神戸西宮,101,神戸市東灘区,20190614,11,昼間_昼,金,曇,乾燥,単路(カーブ・屈折),施設なし,カーブ・屈折(左・平坦),車両相互,0～24歳以下,55～64歳以下,乗用車(軽自動車),乗用車(普通車),中央分離帯,34.71115611,135.2588769
灘,197,負傷,0,1,４３号,102,神戸市灘区,20190614,11,昼間_昼,金,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,45～54歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.70978111,135.241925
灘,199,負傷,0,1,一般市道,102,神戸市灘区,20190614,15,昼間_昼,金,雨,湿潤,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,35～44歳以下,乗用車(普通車),軽車両(自転車),中央分離帯,34.70035694,135.2193311
葺合,178,負傷,0,1,神若線,110,神戸市中央区,20190614,8,昼間_昼,金,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(下り),車両相互,45～54歳以下,55～64歳以下,乗用車(軽自動車),乗用車(普通車),中央線(ペイント),34.70124389,135.1949181
生田,217,負傷,0,1,山手幹線（神戸市）,110,神戸市中央区,20190614,15,昼間_昼,金,雨,湿潤,交差点(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,25～34歳以下,貨物車(軽自動車),乗用車(普通車),中央分離なし,34.69823056,135.1937517
生田,219,負傷,0,1,一般市道,110,神戸市中央区,20190614,16,昼間_昼,金,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,不明・単独事故,45～54歳以下,対象外当事者,軽車両(自転車),中央分離帯,34.69283917,135.1855678
兵庫,241,負傷,0,1,一般市道,105,神戸市兵庫区,20190614,14,昼間_昼,金,雨,湿潤,交差点(その他),点灯(３灯式),直線(下り),車両相互,55～64歳以下,45～54歳以下,貨物車(普通車),乗用車(普通車),中央分離なし,34.67381111,135.1568931
兵庫,242,負傷,0,1,山麓線,105,神戸市兵庫区,20190614,18,昼間_昼,金,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,45～54歳以下,55～64歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.68658611,135.1599439
長田,240,負傷,0,2,長田箕谷線,106,神戸市長田区,20190614,8,昼間_昼,金,晴,乾燥,交差点付近(その他),施設なし,カーブ・屈折(左・上り),車両相互,0～24歳以下,65～74歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.68100611,135.1399019
長田,241,負傷,0,1,一般市道,106,神戸市長田区,20190614,17,昼間_昼,金,曇,湿潤,交差点(その他),施設なし,直線(平坦),人対車両,55～64歳以下,0～24歳以下,乗用車(軽自動車),歩行者,中央線(ペイント),34.67463111,135.1464889
長田,243,負傷,0,2,山麓線,106,神戸市長田区,20190614,19,夜間_暮,金,曇,乾燥,単路(その他),施設なし,直線(上り),車両相互,25～34歳以下,25～34歳以下,軽車両(駆動補助機付自転車),二輪車(原付自転車),中央線(ペイント),34.66495389,135.1350381
垂水,332,負傷,0,1,長坂垂水線,108,神戸市垂水区,20190614,15,昼間_昼,金,曇,乾燥,単路(その他),施設なし,直線(平坦),車両相互,65～74歳以下,55～64歳以下,乗用車(大型車),二輪車(原付二種),中央分離帯,34.67288111,135.0602831
垂水,333,負傷,0,1,長坂垂水線,108,神戸市垂水区,20190614,23,夜間_夜,金,雨,湿潤,交差点(その他),施設なし,カーブ・屈折(左・平坦),車両相互,45～54歳以下,45～54歳以下,乗用車(普通車),二輪車(原付自転車),中央分離なし,34.64457,135.0644611
神戸西,551,負傷,0,1,一般市道,111,神戸市西区,20190614,10,昼間_昼,金,曇,乾燥,交差点(その他),施設なし,カーブ・屈折(左・平坦),車両相互,65～74歳以下,0～24歳以下,乗用車(軽自動車),乗用車(軽自動車),中央分離なし,34.66228194,134.984405
神戸西,552,負傷,0,3,１７５号,111,神戸市西区,20190614,18,昼間_昼,金,曇,湿潤,単路(その他),施設なし,直線(平坦),車両相互,55～64歳以下,55～64歳以下,乗用車(軽自動車),乗用車(軽自動車),中央分離帯,34.69917806,134.9828161
有馬,176,負傷,0,1,神戸三田線,109,神戸市北区,20190614,9,昼間_昼,金,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,65～74歳以下,乗用車(軽自動車),乗用車(軽自動車),中央線(ペイント),34.82629722,135.2252139
神戸北,158,負傷,0,1,神戸三田線,109,神戸市北区,20190614,20,夜間_夜,金,曇,湿潤,単路(その他),施設なし,直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.76425,135.1771989
神戸北,165,負傷,0,1,神戸三田線,109,神戸市北区,20190614,9,昼間_昼,金,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,65～74歳以下,55～64歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.76192611,135.1693389
神戸北,214,負傷,0,1,一般交通の場所,109,神戸市北区,20190614,18,昼間_暮,金,雨,湿潤,一般交通の場所,施設なし,一般交通の場所,車両単独,65～74歳以下,不明・単独事故,二輪車(原付自転車),相手なし,一般交通の場所,34.72662889,135.1537031
高速隊,351,負傷,0,1,第二神明,107,神戸市須磨区,20190615,18,昼間_昼,土,雨,湿潤,単路(その他),施設なし,直線(下り),車両相互,65～74歳以下,45～54歳以下,貨物車(軽自動車),乗用車(普通車),中央分離なし,34.65493556,135.1119933
東灘,219,負傷,0,1,２号,101,神戸市東灘区,20190615,10,昼間_昼,土,雨,湿潤,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,45～54歳以下,乗用車(普通車),二輪車(原付二種),中央分離なし,34.71751306,135.2573081
灘,200,負傷,0,1,一般市道,102,神戸市灘区,20190615,6,昼間_昼,土,曇,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,45～54歳以下,乗用車(軽自動車),二輪車(原付自転車),中央分離なし,34.71327111,135.24509
灘,202,負傷,0,1,一般市道,102,神戸市灘区,20190615,19,夜間_暮,土,雨,湿潤,交差点(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(普通車),二輪車(軽二輪),中央分離なし,34.70622806,135.2225039
神戸西,553,負傷,0,4,神戸三木線,111,神戸市西区,20190615,11,昼間_昼,土,曇,乾燥,単路(その他),施設なし,直線(平坦),車両相互,35～44歳以下,45～54歳以下,乗用車(軽自動車),乗用車(軽自動車),中央線(ペイント),34.75418806,135.0596331
神戸西,555,負傷,0,1,一般市道,111,神戸市西区,20190615,20,夜間_暮,土,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,25～34歳以下,乗用車(普通車),乗用車(軽自動車),中央分離なし,34.68065389,135.0679161
神戸西,567,負傷,0,1,一般市道,111,神戸市西区,20190615,17,昼間_昼,土,曇,乾燥,単路(その他),施設なし,直線(平坦),車両相互,65～74歳以下,35～44歳以下,乗用車(普通車),乗用車(軽自動車),中央線(ペイント),34.69834611,135.0282011
生田,220,負傷,0,1,一般市道,110,神戸市中央区,20190616,9,昼間_昼,日,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),人対車両,65～74歳以下,75歳以上,乗用車(普通車),歩行者,中央分離なし,34.68855306,135.1863911
兵庫,244,負傷,0,1,中央幹線,105,神戸市兵庫区,20190616,15,昼間_昼,日,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,35～44歳以下,55～64歳以下,乗用車(普通車),軽車両(駆動補助機付自転車),中央分離帯,34.67244,135.1638531
須磨,220,負傷,0,1,２号,107,神戸市須磨区,20190616,8,昼間_昼,日,晴,乾燥,単路(その他),施設なし,直線(平坦),人対車両,25～34歳以下,0～24歳以下,乗用車(普通車),歩行者,中央線(ペイント),34.64331611,135.1128131
須磨,221,負傷,0,1,２号,107,神戸市須磨区,20190616,19,夜間_暮,日,晴,乾燥,単路(橋),施設なし,直線(上り),車両相互,45～54歳以下,0～24歳以下,貨物車(大型車),二輪車(原付二種),中央線(ペイント),34.64395611,135.1195869
垂水,335,負傷,0,1,一般交通の場所,108,神戸市垂水区,20190616,10,昼間_昼,日,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,車両相互,45～54歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),一般交通の場所,34.65138194,135.06889
垂水,336,負傷,0,1,２号,108,神戸市垂水区,20190616,16,昼間_昼,日,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,0～24歳以下,55～64歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.67022806,135.0555019
神戸水上,96,負傷,0,1,２号,110,神戸市中央区,20190616,17,昼間_昼,日,晴,乾燥,交差点付近(その他),点灯(３灯式),カーブ・屈折(左・平坦),車両相互,45～54歳以下,55～64歳以下,二輪車(原付二種),二輪車(原付二種),中央分離帯,34.68459389,135.1863889
